song,song_type,film_name,year,language,lyricist,composer,singer
Jo jo lali,Film song,Chinna Ninna Muddaduve,1977,Kannada,R.N.Jayagopal,Salil Chowdhury,Yesudas
Jo jo lali,Film song,Chinna Ninna Muddaduve,1977,Kannada,R.N.Jayagopal,Salil Chowdhury,"S.Janaki, Anita Chowdhury"
Jo jo lali,Film song,Chinna Ninna Muddaduve,1977,Kannada,R.N.Jayagopal,Salil Chowdhury,Anita Chowdhury
, ,,,,,Salil Chowdhury,
, ,GUJARATI FILM,,,,,
,,,,,,,
ho halo re hansa mala,Film song,Ghar Sansaar,1971,Gujarati,Benibhai Purohit,Salil Chowdhury,Praful Dave
devna didhel dikra mara,Film song,Ghar Sansaar,1971,Gujarati,Benibhai Purohit,Salil Chowdhury,Asha Bhonsle
o laali re laali laali,Film song,Ghar Sansaar,1971,Gujarati,Benibhai Purohit,Salil Chowdhury,"Usha Mangeshkar, Manhar"
ammare angane avsar,Film song,Ghar Sansaar,1971,Gujarati,Benibhai Purohit,Salil Chowdhury,Asha Bhonsle & Chorus
, ,,,,,,
, ,ORIYA FILM,,,,,
,  ,,,,,,
Mamataaro baalijhaDa,Film song,Batashi Jhara,1981,Oriya,Profullo Mahakundu,Salil Chowdhury,Yesudas
E laakhi jaay dekhi,Film song,Batashi Jhara,1981,Oriya,Profullo Mahakundu,Salil Chowdhury,"Yesudas, Hemlata, Sikandar Alam, "
Sangini aa rangini tu,Film song,Batashi Jhara,1981,Oriya,Ramesh Jena,Salil Chowdhury,"Leela Ghosh, Sikandar Alam"
Bedonaa bharaa jibono moro,Film song,Batashi Jhara,1981,Oriya,Profullo Mahakundu,Salil Chowdhury,Hemlata
Rimjhimi nishaa bharaaye raakhi,Film song,Batashi Jhara,1981,Oriya,Ramesh Jena,Salil Chowdhury,Sabita Chowdhury
, ,,,,,,
,,MARATHI FILM,,,,,
, ,,,,,,
preet khule maanjhi soneri,Film song,Sunbai,1962,Marathi,Shanta Shelke,Salil Chowdhury,Lata Mangeshkar
tujha sahwaas priyaa,Film song,Sunbai,1962,Marathi,Shanta Shelke,Salil Chowdhury,Lata Mangeshkar
halava paalaana manjul gaa gaane ge,Film song,Sunbai,1962,Marathi,V.S.Khandekar,Salil Chowdhury,Asha Bhonsle
dhaau nako var jhara jhara,Film song,Sunbai,1962,Marathi,V.S.Khandekar,Salil Chowdhury,Unknown
preetibinaa sukuni jaai rayaa jibichi usha,Film song,Sunbai,1962,Marathi,V.S.Khandekar,Salil Chowdhury,Lata Mangeshkar
, ,,,,,,
, ,BENGALI MASS SONGS,,,,,
, ,,,,,,
Uru taka taka taghina taghina,Nonfilm song,,1944,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Aalor desh thekey aandhaar paar hoyee,Nonfilm song,,1945,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Gowrisringa tulechhe sir,Nonfilm song,,1946,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Dheu uthchhey karaa tutchhey,Nonfilm song,,1946,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Karaar duaar bhaango,Nonfilm song,,1945,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Aayre o aayre,Nonfilm song,,1946,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Aage chalo aage chalo,Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Bhango bhango bhango bhango bhango kaaraa,Nonfilm song,,1945,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Bichaarpoti tomaar bichaar korbey jaaraa,Nonfilm song,,1947,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Nobaaruno raage raange re,Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Salil Chowdhury & Geeta Mukherjee
Nondito nondito desh aamaar ,Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Salil Chowdhury & Geeta Mukherjee
"Hei samaalo dhaan ho, kasteyta dao shaan ho",Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Maanbo naa bandhaney,Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Aamaar protibaader bhaasaa ,Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Tomaar buker khuner chinho khu.nji,Nonfilm song,,1948,Bengali,Salil Chowdhury,Salil Chowdhury,Sunil Mukherjee
Shono Shono bhaire,Nonfilm song,,1949,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
O moder deshobaashi re ,Nonfilm song,,1949,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Haatey moder ke debey ke debey se bheri,Nonfilm song,,1949,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
O aalor patho jaatri,Nonfilm song,,1949,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
"Sei Meye, hoyto taare dakheni keu",Nonfilm song,,1950,Bengali,Salil Chowdhury,Salil Chowdhury,Suchitra Mitra
Dustaro paraabar aay ke hobi re paar,Nonfilm song,,1951,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Dhonno aami jonmechhi maa tomaar dhulitey,Nonfilm song,,1951,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Aamaader nanaan matey nanaan dale daladali,Nonfilm song,,1951,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Aayre he poushaali bataase,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
E je ondhokaare bosey bandhadarey,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Sanat Chatterjee
"Nowjawaan, nowjawaan",Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Sanat Chatterjee
Naaker bodoley norun pelaam ,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Sanat Chatterjee
Chalo chalo he mukti senaani ,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Debabrata Biswas
Pathey ebaar namo saathi ,Nonfilm song,,1954,Bengali,Salil Chowdhury,Salil Chowdhury,Debabrata Biswas and Hemanta Mukherjee
Jhankaaro jhankaao rudrobinaa,Nonfilm song,,1959,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Ei desh ei desh amaar ei desh,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Jibon jakhan sudhu dudin,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Dur noy dur noy diganto dur noy ,Nonfilm song,,1960,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Odhikaar key kaake dai,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Ektu Chup kore shono ,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Aaro dure jete habe,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,"Salil,Sabita,Antara"
Saaraataa desh juDe aamaar gharbaaDi ,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Puraano din puraano mon,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Juddho kano hoy,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Cholchhe aaj cholbey kaal shantir ei michhil,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Sedin aar koto durey,Nonfilm song,,1985,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Eso aaj ei shubhodine onkikaar kori bondhu,Nonfilm song,,1993,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Eso Nabobarsa ,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,"Salil,Sabita,Antara"
,,,,,,,
,,NON-FILM BENGALI SONGS,,,,,
,,,,,,,
Jaa re ja re ude jare paakhi,Nonfilm song,,1959,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Naa jeo na,Nonfilm song,,1959,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
O baansi haay,Nonfilm song,,1960,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Ogo aar kichu to naai,Nonfilm song,,1960,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Saat bhaai champa jagorey,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
"Ki je kori, durey jetey hoi taai",Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Kano kichhu katha balo na,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
O tui nayano paakhi,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Ke jaabi aay,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Nishidin nishidin Baje,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Jodi baaron karo tabey jaabo na,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
O jhar jhar jharna,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Naa mono laage naa,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Ore O mon moyna,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
"O projaapoti, projaapoti",Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Pa ma ga re sa,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Antabiheen kaate na aar jeno,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Kichhu to chahini aami,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Jhilik jhilik jhinuk khunje pelaam,Nonfilm song,,1975,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
O more moynaa go,Nonfilm song,,1975,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Aaj noy gun gun gunjan premer,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Aaj tabey eituku thaak,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Kano je kandao barey barey,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Ebaar aami amaar thekey,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Jhim chiki chaak,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Bada bishaado bhora e rajoni,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Surjo dekhaa,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Sabaar AaDaaley,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
O aamaar pransojoni,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Aami cholte cholte themey gechhi,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Bhulonaa prothom se din,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Saat sakaale moner dorey,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Dharanir pathey pathey,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Ei jibon kakhon magon,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Runner,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Lata Mangeshkar
Surero Ei jhar jhar jhar jharnaa,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Mori haay go haay,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ene de enede jhoomkaa,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Monobinaay akhoni boojhi,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ghoom aay ghoom aay,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Tumi akhon amaar mone,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jhilmil jhauer boney ,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jaa re jaa amaar ashaar,Nonfilm song,,1965,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Kichhu katha aachhey shono,Nonfilm song,,1965,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Moinamotir gaan,Nonfilm song,,1966,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Laage dol pataay pataay,Nonfilm song,,1966,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Oi ghoom ghoom ghumanto,Nonfilm song,,1966,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Miti miti taraara ,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Bolo naa bhoolite,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Sudhu tomaari jonney,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jaa re jaa jaa mono paakhi,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Chaitaali dine,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
O bow kathaa kow boley paakhi,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Mon moyuri chharalo pekham,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aami ki boli balo na sajoni,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aar gaan geye ki habey balo,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
O sokhi aar aami,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Projaapoti projapoti,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Guru guru meghero,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Kichhu aar bhalo laagey na,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Holud Gaandar Phool,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Sandhyaa nemey elo jey sandhyaa,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
O amaar paddo pataar din,Nonfilm song,,1975,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
O saaje naa saaje naa,Nonfilm song,,1975,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Dheu legechhey money,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aamake prosno koro na,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ei to aami abaar esechhi,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Tumi ki kakhono sei gaan sono,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jaao tobe jaao,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Naa naa naa naa go jetey debo naa,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Paarbo naa kichhute,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Nayana biheena chokhey,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Mon amaar holo kano je,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Dure dure thekonaa aar,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Dhinaak tin naak taadhin,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Koto ritu aasey jaay,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Naa naa naa jeo naa jeo naa choley,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Kano e mon amon kemon karey,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aaj sorote aalor baanshi baajlo,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Naao gaan bhorey naao,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jhilmil jhilmil oparero monjil.,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Sur khunjchhi,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aar kichhu naai mone,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
"Dnaraao, aami thik korey ni",Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Mon ke bendhey dhorey,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jotodin chhiley kachhey,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aar kichhu nei bolaar,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Moynamotir gnaa,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
O saghana saghana badal,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Protidin protikkhan,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Tomaar buker khuner chinho khunji,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Du chokhey aashaar nodi chhalachhal,Nonfilm song,,1987,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Sabaar upore,Nonfilm song,,1988,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Gnaayer Bodhu,Nonfilm song,,1949,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Abaak Prithibi   ,Nonfilm song,,1950,Bengali,Sukanto Bhattyacharta,Salil Chowdhury,Hemanta Mukherjee
Bidroho aaj bidroho charidikey   ,Nonfilm song,,1950,Bengali,Sukanto Bhattyacharta,Salil Chowdhury,Hemanta Mukherjee
Runner ,Nonfilm song,,1951,Bengali,Sukanto Bhattyacharta,Salil Chowdhury,Hemanta Mukherjee
Nowka Baoaar gaan(O maajhi baaiyo),Nonfilm song,,1952,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Dhaan kataar gaan,Nonfilm song,,1952,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Paalkir gaan,Nonfilm song,,1952,Bengali,Satyendra Nath Datta,Salil Chowdhury,Hemanta Mukherjee
Dhitang dhitang boley,Nonfilm song,,1954,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Pathey ebaar namo sathi,Nonfilm song,,1954,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Duronto Ghurnir,Nonfilm song,,1958,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Path haaraabo bolei ebaar,Nonfilm song,,1958,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Aami jharer kachhey,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Moner jaanaalaa dhorey,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Aamaay prosno karey,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Shono kono akdin,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Thikaanaa,Nonfilm song,,1970,Bengali,Sukanto Bhattyacharta,Salil Chowdhury,Hemanta Mukherjee
Oi doore chenaa soore,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Aar dur nei diganter beshi dur nei,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Akhono amaar mone,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Haatey moder ke debey,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
E jibon besh cholchhe,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Besh tabey oi kathaa thaak,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Aktaa kathaa money jeno poriskaar,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Jeytey jeytey path bhooleychhi,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Chup kore roile kano,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Aar kichhu naa,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Hemanta Mukherjee
Shyamal boroni ogo kanyaa,Nonfilm song,,1952,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee
Klaanti naame go ,Nonfilm song,,1952,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee
Rekhomaa daasere mone ,Nonfilm song,,1957,Bengali,Michael Madhusudan Dutta,Salil Chowdhury,Dwijen Mukherjee
Aashaar chhalane bhooli,Nonfilm song,,1957,Bengali,Michael Madhusudan Dutta,Salil Chowdhury,Dwijen Mukherjee
Akdin phire jaabo chole ,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee
Pallobini go sanchaarini ,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee
Sajal sajal megh korechhe ,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee
Meghbaran kaalo chule ,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee
Baangla Maago,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee &Sabita Chowdhury
Eso aaj ei shubhodine ongikaar kori bondhu,Nonfilm song,,1993,Bengali,Salil Chowdhury,Salil Chowdhury,Dwijen Mukherjee & Calcutta Choir
Bulbul paakhi moyna tiye,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Ek je chhilo dustu chhele,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Ek je chhilo maachhi,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
O aayre chhute aay,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Na dir dir na,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Keu kakhono thhik dupure,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Khukumoni go sonaa,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
O maago maa,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Byangeder gaan sekhaa,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Hobuchandra raja,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Iskaboner Deshe,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Teler shishi bhaanglo boley,Nonfilm song,,1979,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Putul putul khukumoni,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Naa naa putul sonaa,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Ekkaa dokkaa tekkaa,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Gorbori sing,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Dhoro dekhi dhorte ki paarbe,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Surjer aalo ese ghaase poDe ,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,"Antara,Sabita,Sanchari"
Daadkhaani chaal,Nonfilm song,,1983,Bengali,Yogindranath Sarkar,Salil Chowdhury,Antara Chowdhury
Haraadhaner dashti chheley,Nonfilm song,,1983,Bengali,Yogindranath Sarkar,Salil Chowdhury,Antara Chowdhury
Ak po dudh kinechhi,Nonfilm song,,1983,Bengali,Traditional,Salil Chowdhury,Antara Chowdhury
Chhi chhi raandhte sekhey ni,Nonfilm song,,1983,Bengali,Chandicharan Bandyopadhyay,Salil Chowdhury,Antara Chowdhury
Baburam saapurey,Nonfilm song,,1983,Bengali,Sukumar Roy,Salil Chowdhury,Antara Chowdhury
Sandhyaraani saanjher belaay,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Bosey bosey ketey galo,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Kono bhaalo kobitaar duto ponkti daao,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Kano elenaa,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Aami chaaini to kichhu,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Akdin sandhyaay,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
O ki je kori,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
O bholaa mon,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Janam janamer saathi,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Aahaa oi aankaa baankaa je path,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
